5.52,192.21,0
5.63,128.42,1
5.92,170.33,0
5.11,115.66,1
6.15,175.96,0
5.34,138.42,1
5.63,182.58,0
4.01,141.43,1
5.81,188.93,0
5.78,127.67,1
4.93,186.5,0
4.25,126.9,1
6.08,178.84,0
5.07,148.42,1
4.32,203.19,0
5.02,143.23,1
6.53,178.6,0
5.9,116.29,1
5.16,152.03,0
5.5,130.46,1
5.92,189.35,0
5.33,118.82,1
6.17,124.0,0
4.94,139.59,1
6.19,200.64,0
4.58,132.37,1
5.51,167.51,0
5.48,129.91,1
5.25,183.01,0
5.17,127.24,1
6.27,159.55,0
4.84,150.38,1
5.8,158.19,0
4.71,163.97,1
5.5,176.09,0
4.55,159.21,1
5.81,168.45,0
5.34,119.05,1
5.69,156.85,0
4.35,140.12,1
5.5,172.6,0
5.1,167.61,1
6.6,196.98,0
5.04,131.88,1
5.13,172.91,0
4.07,127.09,1
6.17,179.53,0
4.49,132.55,1
5.85,119.9,0
5.1,161.81,1
5.71,172.07,0
6.04,141.3,1
6.21,200.09,0
5.05,168.34,1
5.34,175.9,0
4.93,129.62,1
5.48,201.15,0
5.7,148.62,1
6.75,172.66,0
5.59,163.52,1
5.61,161.0,0
5.04,131.05,1
5.17,190.07,0
4.33,151.73,1
5.72,198.92,0
4.84,140.2,1
6.1,175.33,0
5.78,115.14,1
5.77,188.35,0
6.99,136.64,1
5.81,179.33,0
4.78,159.87,1
6.08,195.72,0
5.32,129.52,1
5.73,172.29,0
4.84,138.06,1
5.86,161.7,0
5.1,158.36,1
6.33,148.1,0
4.94,163.74,1
5.8,169.27,0
5.38,147.76,1
5.48,165.86,0
4.53,110.23,1
6.54,180.12,0
5.24,140.21,1
5.89,199.89,0
5.79,116.99,1
6.09,178.96,0
5.6,147.53,1
4.93,188.25,0
6.14,142.91,1
6.23,173.63,0
3.95,147.61,1
6.38,194.54,0
4.9,127.39,1
6.6,186.32,0
4.94,144.08,1
6.43,179.94,0
5.44,142.7,1
5.71,153.59,0
5.68,151.27,1
5.55,208.78,0
4.8,143.34,1
5.98,184.11,0
4.65,146.68,1
6.41,213.3,0
4.18,145.51,1
5.51,155.02,0
5.03,152.18,1
5.9,134.85,0
5.97,149.5,1
6.05,166.55,0
6.47,129.39,1
5.22,206.28,0
5.52,101.59,1
6.06,186.56,0
5.54,140.0,1
6.08,177.17,0
5.54,117.65,1
5.33,185.45,0
5.21,128.91,1
6.82,190.31,0
4.66,128.61,1
5.43,176.59,0
4.75,159.46,1
5.73,162.53,0
5.46,135.94,1
5.62,177.44,0
5.19,130.41,1
6.02,142.56,0
6.12,127.51,1
6.24,175.24,0
4.74,136.87,1
5.41,187.87,0
5.46,128.95,1
5.18,152.11,0
5.25,149.17,1
5.26,152.39,0
5.05,127.49,1
4.82,165.78,0
4.8,135.66,1
4.83,182.91,0
4.31,129.47,1
4.81,145.15,0
4.68,139.68,1
5.91,155.96,0
5.21,132.83,1
5.94,181.5,0
4.73,136.81,1
5.75,178.13,0
4.94,132.06,1
5.45,174.35,0
5.56,142.23,1
5.0,160.51,0
5.25,153.55,1
6.31,183.7,0
5.28,134.81,1
5.74,167.38,0
5.41,143.47,1
5.94,165.98,0
5.77,146.63,1
5.47,154.37,0
5.8,157.33,1
5.77,177.8,0
5.03,155.17,1
6.27,167.22,0
4.83,142.88,1
5.64,160.97,0
4.96,152.75,1
5.98,177.2,0
5.61,126.11,1
6.19,164.04,0
5.28,128.38,1
6.25,182.76,0
5.55,130.87,1
5.78,171.91,0
4.52,131.29,1
6.29,157.71,0
4.46,132.58,1
5.55,201.92,0
4.91,134.63,1
5.71,116.96,0
5.29,168.09,1
6.39,127.68,0
4.75,145.01,1
5.82,195.76,0
5.19,127.3,1
5.5,181.08,0
4.85,142.51,1
5.65,168.84,0
5.43,155.63,1
6.08,169.55,0
5.07,140.34,1
5.71,157.42,0
5.75,151.83,1
6.37,196.51,0
5.38,150.42,1
4.95,186.39,0
4.74,162.95,1
4.68,197.62,0
5.2,136.05,1
5.74,153.03,0
5.29,142.1,1
5.84,181.5,0
4.26,119.69,1
5.59,173.89,0
5.5,106.83,1
5.59,181.35,0
5.17,140.36,1
5.56,174.59,0
5.54,133.05,1
5.16,174.52,0
5.15,142.7,1
6.29,195.43,0
4.24,150.6,1
5.72,154.84,0
5.63,103.45,1
5.63,171.32,0
4.68,137.48,1
5.77,143.34,0
6.86,111.94,1
6.29,189.18,0
5.97,160.43,1
5.8,164.56,0
5.45,136.77,1
4.56,171.39,0
5.29,146.56,1
5.0,150.88,0
5.6,147.53,1
5.98,195.44,0
5.16,155.78,1
5.45,162.93,0
4.85,162.39,1
5.82,180.65,0
4.88,126.8,1
5.38,185.72,0
5.84,124.09,1
6.76,187.82,0
5.07,144.96,1
6.76,184.38,0
4.66,157.0,1
5.73,181.17,0
4.43,122.55,1
6.42,149.66,0
5.24,155.26,1
5.75,186.38,0
4.98,122.33,1
6.35,215.35,0
5.05,120.39,1
6.58,219.94,0
5.9,125.41,1
6.76,153.5,0
5.13,175.1,1
5.72,195.09,0
5.63,137.05,1
5.89,216.05,0
5.81,124.58,1
5.39,207.44,0
4.91,144.47,1
5.76,148.47,0
5.21,167.81,1
5.81,163.93,0
6.41,157.8,1
6.23,173.85,0
5.33,161.67,1
6.2,166.39,0
5.36,136.72,1
5.15,206.32,0
5.52,134.55,1
6.32,193.19,0
5.39,138.17,1
5.49,180.18,0
4.57,131.79,1
5.53,219.18,0
5.44,144.67,1
6.56,192.93,0
5.48,135.01,1
6.6,201.34,0
5.17,148.99,1
6.4,165.32,0
5.39,119.18,1
5.64,190.75,0
5.44,159.74,1
5.76,203.81,0
