5.95,160.18,0
5.31,140.82,1
6.3,183.82,0
4.65,140.36,1
6.08,148.87,0
5.36,152.57,1
5.95,149.47,0
5.28,147.19,1
6.23,158.32,0
5.44,138.48,1
5.68,221.68,0
5.77,133.48,1
6.1,178.54,0
5.44,146.03,1
6.26,139.03,0
5.3,141.72,1
5.65,174.48,0
4.55,148.53,1
6.29,154.18,0
5.45,122.07,1
5.97,147.46,0
4.73,118.35,1
6.32,179.43,0
5.39,122.85,1
5.63,169.41,0
5.23,151.0,1
5.73,207.34,0
5.46,133.09,1
6.25,163.54,0
5.05,139.49,1
6.15,163.57,0
4.95,121.22,1
5.72,189.74,0
5.58,132.1,1
6.1,155.53,0
4.68,129.2,1
5.28,154.61,0
5.25,144.95,1
5.28,199.79,0
4.95,155.09,1
5.86,188.79,0
4.96,145.0,1
5.13,196.95,0
5.69,160.22,1
5.49,185.33,0
4.83,150.04,1
5.91,191.46,0
5.3,120.51,1
5.85,166.16,0
5.08,145.38,1
5.55,189.11,0
5.59,124.78,1
5.58,144.55,0
5.73,146.35,1
5.75,168.13,0
5.12,128.96,1
5.75,159.3,0
4.98,140.74,1
5.86,182.68,0
5.55,123.0,1
5.67,177.91,0
5.44,131.02,1
6.33,156.25,0
5.05,130.3,1
5.4,177.71,0
5.41,149.96,1
5.77,141.75,0
5.56,132.09,1
6.12,167.44,0
5.01,138.63,1
5.64,193.95,0
5.78,175.36,1
6.3,232.63,0
4.99,126.34,1
6.18,158.16,0
4.81,138.78,1
5.64,209.3,0
4.91,140.69,1
5.76,178.34,0
5.02,135.98,1
5.68,195.37,0
5.05,118.59,1
6.2,194.97,0
5.18,122.53,1
6.04,162.76,0
5.31,113.46,1
5.83,188.81,0
4.87,136.91,1
6.29,151.12,0
4.92,131.12,1
6.2,183.23,0
4.85,127.91,1
5.88,166.0,0
5.13,112.22,1
6.18,191.42,0
4.97,134.91,1
6.07,205.14,0
5.16,127.51,1
6.26,183.75,0
4.65,139.38,1
6.33,172.48,0
5.18,144.08,1
5.84,167.19,0
4.97,155.03,1
6.4,188.3,0
4.45,115.16,1
5.44,165.18,0
5.19,151.83,1
5.5,202.85,0
5.99,152.62,1
6.24,178.58,0
5.54,128.87,1
6.04,158.61,0
4.69,160.92,1
5.35,170.84,0
5.57,159.5,1
5.86,196.33,0
5.61,128.52,1
5.96,181.06,0
5.26,147.2,1
5.64,159.83,0
5.19,145.58,1
6.31,202.37,0
4.99,142.67,1
5.68,149.48,0
4.69,138.49,1
6.06,167.53,0
5.24,120.66,1
6.14,154.12,0
5.14,159.38,1
5.5,180.21,0
5.57,162.59,1
5.92,168.54,0
5.06,169.25,1
6.01,171.69,0
5.27,145.39,1
5.87,158.08,0
5.02,135.42,1
6.1,191.0,0
4.86,155.67,1
5.77,197.25,0
5.04,128.73,1
5.84,186.71,0
5.21,148.72,1
6.37,196.12,0
5.43,159.66,1
6.0,190.94,0
5.34,127.59,1
6.1,189.35,0
5.12,134.47,1
5.68,211.77,0
5.25,141.19,1
5.81,188.02,0
5.33,136.97,1
5.63,149.81,0
5.31,123.74,1
5.61,154.62,0
5.29,143.9,1
5.35,169.16,0
4.5,141.76,1
5.99,166.57,0
5.87,141.53,1
5.69,159.3,0
5.54,140.49,1
6.05,164.59,0
5.21,149.38,1
6.25,177.05,0
4.94,138.64,1
6.28,172.28,0
4.89,137.91,1
5.8,152.87,0
4.93,136.7,1
4.99,178.77,0
4.9,142.14,1
6.15,165.39,0
5.04,155.7,1
5.65,184.93,0
4.98,147.4,1
5.69,174.8,0
5.14,142.44,1
5.99,184.06,0
5.57,152.61,1
5.48,233.15,0
4.15,127.24,1
5.79,166.68,0
5.59,139.06,1
6.41,141.0,0
5.12,142.83,1
5.7,183.46,0
5.27,157.55,1
5.71,161.77,0
4.57,139.75,1
5.7,147.9,0
5.58,121.86,1
5.92,215.79,0
4.84,163.42,1
6.41,180.02,0
5.24,156.01,1
6.1,178.33,0
4.94,128.47,1
6.08,193.01,0
5.18,124.36,1
5.49,168.5,0
5.38,150.97,1
5.64,168.14,0
5.07,149.42,1
6.08,166.75,0
4.97,137.6,1
5.75,146.73,0
5.54,124.64,1
5.89,170.1,0
5.56,139.67,1
5.79,222.9,0
5.24,124.88,1
5.43,209.52,0
5.04,138.91,1
5.93,156.49,0
5.63,132.54,1
5.37,150.63,0
5.96,162.56,1
5.76,169.01,0
5.74,156.21,1
5.7,145.39,0
4.78,156.8,1
5.24,167.95,0
4.95,174.37,1
5.83,189.73,0
5.56,137.6,1
5.45,197.38,0
4.67,139.45,1
5.83,179.85,0
5.05,148.49,1
5.56,168.25,0
5.64,126.72,1
6.21,164.79,0
4.94,133.9,1
5.5,186.61,0
5.09,128.43,1
5.82,183.83,0
5.56,129.52,1
6.52,174.21,0
4.98,153.56,1
5.77,173.39,0
5.48,129.8,1
5.69,173.53,0
5.18,96.65,1
6.15,184.14,0
4.94,139.02,1
5.78,145.82,0
4.72,133.46,1
5.86,181.6,0
5.84,123.93,1
5.88,159.67,0
5.41,136.78,1
5.89,157.19,0
5.35,138.26,1
5.53,179.82,0
5.12,149.81,1
5.54,174.51,0
5.48,143.53,1
5.52,161.06,0
5.1,131.08,1
5.6,168.65,0
5.13,131.77,1
5.57,163.04,0
5.95,138.26,1
5.72,162.16,0
5.54,149.54,1
5.23,171.85,0
4.9,127.54,1
5.64,167.11,0
5.49,131.48,1
6.19,178.82,0
5.16,120.76,1
5.3,162.11,0
5.17,155.4,1
5.74,150.91,0
5.07,140.13,1
6.14,160.45,0
5.35,144.03,1
5.45,195.69,0
4.63,147.92,1
5.93,162.38,0
4.97,126.86,1
5.64,135.69,0
5.27,150.21,1
5.71,143.75,0
5.23,152.45,1
5.5,209.72,0
4.94,126.03,1
5.87,168.65,0
5.26,127.68,1
6.78,189.35,0
5.37,113.21,1
5.73,189.6,0
5.55,143.47,1
5.62,179.32,0
5.29,119.3,1
5.39,211.39,0
5.3,131.75,1
5.66,176.42,0
5.52,96.96,1
5.42,186.61,0
5.39,129.2,1
5.48,154.16,0
4.91,136.65,1
6.26,206.35,0
4.9,151.6,1
5.71,153.88,0
4.65,135.46,1
5.61,184.56,0
4.97,142.36,1
5.4,172.65,0
4.91,160.9,1
5.58,160.48,0
5.27,134.31,1
5.57,127.01,0
5.38,154.16,1
6.44,169.84,0
5.3,145.3,1
5.79,154.49,0
5.25,140.41,1
5.65,198.18,0
5.22,131.05,1
5.76,201.01,0
4.83,125.32,1
5.91,198.36,0
4.87,133.37,1
5.88,143.83,0
4.94,134.66,1
5.59,188.91,0
4.86,163.73,1
5.59,121.61,0
5.31,160.57,1
5.82,163.45,0
4.82,147.8,1
5.81,156.8,0
5.25,145.96,1
5.64,155.87,0
5.49,150.15,1
5.99,161.71,0
5.5,122.06,1
6.19,154.35,0
5.21,141.92,1
5.56,219.04,0
5.13,146.72,1
6.16,208.82,0
5.36,153.03,1
5.96,178.37,0
5.22,143.55,1
6.21,191.75,0
5.0,125.98,1
5.9,218.03,0
5.13,126.73,1
5.79,215.82,0
5.08,135.94,1
5.59,181.56,0
4.94,141.01,1
6.21,175.22,0
5.75,134.16,1
6.22,151.9,0
5.33,158.25,1
5.52,159.83,0
5.1,165.46,1
5.64,191.86,0
4.76,144.32,1
6.11,165.99,0
5.65,141.18,1
5.7,211.06,0
4.83,141.62,1
5.59,187.77,0
5.01,124.08,1
5.66,180.95,0
4.69,126.85,1
5.69,204.57,0
5.77,160.27,1
5.72,171.36,0
5.29,134.31,1
5.83,167.63,0
5.42,148.59,1
5.57,179.18,0
5.17,146.34,1
5.7,184.06,0
4.74,144.5,1
5.95,163.48,0
5.51,130.34,1
5.96,175.22,0
5.19,137.97,1
5.97,187.78,0
5.04,141.01,1
5.75,194.08,0
5.38,129.22,1
6.12,193.03,0
4.98,152.44,1
5.23,139.15,0
5.53,131.31,1
5.93,184.22,0
5.28,117.91,1
5.93,176.98,0
5.17,174.13,1
5.76,145.78,0
4.77,148.97,1
5.91,173.81,0
5.3,138.25,1
5.57,165.52,0
5.62,125.29,1
6.34,152.7,0
5.86,135.88,1
5.94,183.19,0
5.39,151.79,1
6.2,200.09,0
5.12,128.08,1
5.6,161.79,0
5.2,142.96,1
5.31,183.97,0
5.24,122.75,1
5.39,216.47,0
5.71,155.71,1
6.2,114.16,0
5.02,129.57,1
5.5,185.44,0
5.16,135.65,1
5.2,160.26,0
5.6,137.84,1
5.9,148.63,0
5.45,141.96,1
6.06,195.74,0
5.53,131.66,1
6.02,182.01,0
5.17,138.96,1
5.87,141.66,0
4.73,129.88,1
5.73,172.1,0
4.55,105.88,1
5.25,153.66,0
5.25,129.19,1
5.87,194.48,0
5.41,132.91,1
5.46,201.17,0
5.06,149.74,1
5.99,151.72,0
5.26,130.25,1
5.72,180.52,0
5.33,130.01,1
5.52,220.7,0
5.13,139.64,1
5.84,185.49,0
5.51,134.03,1
5.85,142.83,0
5.43,124.83,1
5.87,188.7,0
5.42,148.37,1
5.57,157.31,0
5.73,146.6,1
5.97,183.38,0
5.68,137.67,1
5.92,166.27,0
5.65,128.19,1
5.6,164.45,0
4.95,143.86,1
6.42,189.38,0
5.48,161.76,1
5.97,204.81,0
4.75,175.33,1
6.1,208.69,0
5.32,155.02,1
6.36,203.21,0
5.08,173.65,1
5.37,210.7,0
5.28,133.86,1
5.82,184.84,0
5.65,143.29,1
6.14,174.48,0
5.49,148.38,1
6.38,165.7,0
5.08,130.71,1
5.4,187.92,0
5.16,162.08,1
5.89,221.91,0
4.95,178.18,1
5.62,172.84,0
5.05,135.77,1
5.62,209.04,0
5.53,139.39,1
6.07,142.14,0
5.35,141.4,1
5.59,156.95,0
4.93,152.99,1
5.84,156.94,0
5.39,127.3,1
5.96,191.13,0
4.82,122.94,1
5.83,192.14,0
4.88,151.27,1
6.0,147.22,0
5.18,133.77,1
5.78,184.1,0
5.43,131.65,1
6.11,178.28,0
5.2,102.95,1
5.99,172.91,0
5.26,134.22,1
5.63,151.38,0
5.2,170.04,1
5.91,173.27,0
4.59,157.14,1
6.12,177.36,0
5.43,140.52,1
5.44,163.17,0
5.08,162.15,1
5.8,145.04,0
5.19,126.95,1
5.51,181.31,0
5.45,146.23,1
6.23,134.12,0
5.09,149.73,1
6.12,170.22,0
4.73,143.88,1
6.1,184.52,0
5.18,134.66,1
5.81,223.46,0
4.93,105.6,1
6.25,145.78,0
5.03,142.04,1
5.62,184.73,0
5.41,134.92,1
5.63,171.0,0
5.58,144.56,1
5.88,188.64,0
5.31,139.35,1
6.37,180.16,0
5.04,162.43,1
5.6,155.0,0
5.36,165.39,1
6.13,189.62,0
5.22,151.02,1
5.72,176.74,0
5.35,150.72,1
6.29,178.03,0
5.02,152.68,1
5.51,141.94,0
4.97,129.35,1
5.93,175.19,0
5.8,130.41,1
5.71,177.46,0
5.74,149.48,1
5.71,192.83,0
5.44,154.08,1
5.78,154.65,0
5.31,142.1,1
5.66,161.93,0
5.04,131.01,1
6.23,176.24,0
5.15,147.09,1
6.0,161.94,0
4.88,134.17,1
5.58,178.78,0
5.36,139.87,1
5.39,211.91,0
5.18,137.16,1
5.9,214.36,0
5.19,142.19,1
5.81,179.56,0
5.27,145.94,1
5.81,170.94,0
5.02,164.71,1
5.61,208.91,0
5.18,118.28,1
5.49,161.12,0
4.82,120.4,1
5.71,184.24,0
5.3,134.63,1
5.56,225.26,0
5.32,151.28,1
5.98,165.3,0
5.44,175.65,1
5.67,154.11,0
5.44,137.94,1
6.22,150.02,0
4.99,131.44,1
6.1,180.68,0
5.41,141.17,1
6.02,189.77,0
5.21,144.08,1
6.02,186.1,0
4.91,130.26,1
6.15,152.48,0
4.85,123.04,1
6.05,190.92,0
4.79,162.32,1
5.69,176.23,0
5.2,137.93,1
5.35,161.69,0
5.15,144.58,1
5.3,158.11,0
5.21,127.17,1
5.92,178.52,0
4.62,135.72,1
6.23,212.98,0
5.35,144.98,1
6.16,154.46,0
4.94,142.43,1
5.77,183.18,0
5.78,117.12,1
5.82,189.91,0
5.96,149.4,1
5.68,196.42,0
5.51,146.26,1
6.14,185.35,0
5.08,136.29,1
6.05,193.21,0
5.9,151.83,1
5.93,166.02,0
4.66,132.71,1
5.91,176.8,0
5.39,174.57,1
6.05,173.45,0
5.03,151.42,1
5.75,173.22,0
4.82,120.59,1
6.37,143.94,0
4.82,116.91,1
6.29,187.03,0
5.19,132.31,1
5.46,173.23,0
5.74,151.8,1
5.63,186.31,0
4.92,125.98,1
5.03,165.42,0
4.79,141.98,1
5.83,180.12,0
5.48,123.57,1
5.75,159.25,0
4.92,146.92,1
5.28,140.33,0
5.04,143.84,1
5.92,160.12,0
5.04,151.52,1
5.81,220.7,0
5.05,112.36,1
5.74,177.9,0
5.53,143.37,1
5.91,180.01,0
5.01,134.0,1
6.29,201.53,0
5.59,143.5,1
5.21,190.52,0
4.84,146.71,1
5.55,177.04,0
4.84,126.29,1
5.85,192.88,0
5.45,151.97,1
5.95,190.58,0
5.06,152.87,1
6.34,193.5,0
5.29,99.37,1
5.99,194.03,0
5.55,142.2,1
6.17,183.87,0
4.47,155.31,1
5.85,152.82,0
5.46,156.87,1
5.45,208.53,0
4.72,148.7,1
6.21,156.1,0
4.52,169.46,1
5.62,186.7,0
4.43,150.78,1
6.06,196.78,0
4.75,114.19,1
6.06,183.27,0
5.67,156.66,1
6.29,152.48,0
5.46,114.48,1
6.09,163.55,0
5.3,150.21,1
6.11,157.03,0
5.09,137.25,1
6.37,175.01,0
5.42,168.27,1
6.28,150.44,0
4.96,121.29,1
6.02,186.35,0
4.88,146.28,1
6.17,155.02,0
5.18,158.11,1
5.27,211.46,0
5.02,139.51,1
5.78,149.16,0
5.14,137.57,1
5.28,156.89,0
5.55,143.42,1
5.49,191.83,0
5.5,137.1,1
